Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Finland,57.27904582,57.72356668,54.72410973,56.11539925,62.8451371,59.42484359,65.46752788,63.3946618,60.14458392,59.47588411,57.87129686,63.94014634,66.0489529,74.30467997,70.56727953,58.31469562,69.92375065,67.94793195,59.60854038,56.99214915,65.86155344,58.14278177,52.26344799,53.50761428,49.45784233,46.0572708,48.88597447,45.97858852,47.76360879,43.80052006
Fiji,1.002094903,0.858793142,0.898584495,0.935085397,0.990906283,1.038286724,1.097351467,1.178824229,1.184076831,1.250070406,1.569573113,1.658368765,1.35291295,1.585749087,2.069242564,1.782517164,1.911808021,1.666705701,1.312523993,1.141916926,1.718599823,1.286082904,1.235169854,1.331913095,1.477660244,1.534410022,1.464432866,1.549840194,1.602188232,1.661998189
Falkland Islands,0.015716578,0.016656632,0.017525444,0.016420856,0.016162798,0.030016551,0.018765301,0.031584552,0.028962961,0.032309706,0.060037203,0.062584562,0.099155092,0.219411146,0.213522346,0.215929764,0.240273218,0.242712463,0.241151451,0.245294683,0.242781638,0.262035888,0.266460703,0.233525511,0.257116996,0.243945384,0.257549187,0.048885121,0.054584678,0.053921794
France and Monaco,385.2489015,409.1944056,397.873008,377.8999737,372.3740224,381.2512926,396.0722831,388.1231443,410.0770861,403.731758,401.7519835,405.7051564,400.1928527,404.5487488,404.6995246,407.6985395,397.426959,390.1316389,383.4321732,370.6790898,378.2736815,365.6501682,367.6184364,362.7556857,329.8906626,334.7930313,337.7723132,341.3734063,330.5218791,323.3822251
Faroes,0.001491604,0.001506988,0.001511502,0.001512596,0.00152196,0.001531613,0.001549324,0.001567388,0.001588875,0.001615406,0.001663792,0.00169756,0.001728751,0.001758679,0.001798983,0.001829641,0.001843545,0.001851123,0.001861767,0.001873572,0.001885081,0.001896816,0.001908549,0.00190855,0.001908544,0.001908538,0.001908534,0.001922204,0.001936939,0.001951886
Gabon,6.171689797,4.934141627,4.972393225,5.082995613,5.045657409,5.670181124,6.332314046,6.048998868,6.923504964,6.591404831,6.60646801,6.74393825,6.475414006,7.345274696,6.628266726,6.394828572,5.710969729,5.179460091,5.523334491,5.445656229,5.958092347,5.823210979,5.893598093,6.081631795,6.271020664,6.444230865,6.757296753,5.677634155,5.415859173,5.58252336
United Kingdom,587.9531686,596.1295996,582.580505,566.5877898,561.9910532,554.0869748,572.017821,547.9729721,550.1680469,546.0700794,552.0014251,565.4510659,549.8212252,564.2941209,564.2870601,562.090924,562.7478775,552.3396269,536.5422821,486.3660068,502.0136513,462.8687667,485.5772132,472.2009719,434.2311654,419.3894903,398.633273,385.1669724,379.2617178,367.6539684
Georgia,34.74845816,26.72689805,21.02807981,16.85737572,10.92006774,8.618618822,6.871071928,6.053565779,5.431231185,5.056267257,5.37608614,3.932537508,3.451695981,3.74684429,4.089753766,4.984899892,5.466748281,6.422642729,5.636619759,6.379674599,6.231609214,7.520864283,8.186252343,8.839827907,9.548944468,10.29122311,10.75953408,10.89262666,10.80860797,11.66723587
Ghana,3.177375876,2.947951218,3.47140664,3.580786184,3.809588025,4.091666981,4.438227052,4.668128686,6.321265077,6.895600507,6.123448509,6.614494035,7.793667599,7.323038223,6.845573355,7.234665776,8.768873223,9.258186726,8.793254727,10.09283263,11.29143702,12.18061523,14.69094581,15.61780269,15.04830447,15.85165473,16.44917202,17.32750344,19.34906332,21.0001485
Gibraltar,0.143778407,0.202966335,0.240919412,0.2440223,0.288161826,0.281855233,0.288118111,0.297493011,0.31312259,0.325595353,0.341163863,0.349921311,0.356184736,0.362449581,0.393707152,0.406225504,0.424941868,0.421730397,0.431024132,0.471623211,0.474785821,0.4591764,0.468591768,0.499761122,0.537197616,0.587125277,0.61223823,0.6497661,0.689635455,0.717316274
Guinea,1.135782899,1.059158366,0.978038156,1.008084183,1.026635054,1.046788461,1.076690692,1.113114878,1.151267897,1.186610441,1.658163087,1.737814767,1.831439463,1.928759257,1.998276644,1.931610317,2.024614881,2.10382067,2.22554986,2.343659711,2.712719429,2.650298426,2.48927969,2.240673228,2.32944234,2.777807298,3.061376045,3.175659411,3.182998737,3.255304729
Guadeloupe,1.581195207,1.74159496,1.726154979,1.808239647,1.841000959,1.793263061,1.790850246,1.739450468,1.730881212,1.819121806,1.899631765,1.989403036,1.958850326,2.214302047,2.179640077,2.089633941,2.078280162,2.141313196,2.024563336,2.177917382,2.429043367,2.447884739,1.841480861,1.842383542,1.798170458,2.035853985,1.915859317,1.920806972,1.934272625,1.950550232
The Gambia,0.150302322,0.178818859,0.157809799,0.165437145,0.190106867,0.181944018,0.1873081,0.19218232,0.209064628,0.214385349,0.306665717,0.332522488,0.337296472,0.34155501,0.360151118,0.36642958,0.401624164,0.420635224,0.425136588,0.46756744,0.479035118,0.464370704,0.441627831,0.441009704,0.474914439,0.492260163,0.485374944,0.507855543,0.507520167,0.524632875
Guinea-Bissau,0.205203295,0.245615157,0.227842499,0.244904136,0.244942598,0.252019325,0.247487219,0.266082797,0.271179144,0.278449941,0.231473771,0.235852941,0.2432208,0.2858401,0.297134288,0.304215291,0.316057962,0.33389398,0.317245739,0.33320852,0.341169508,0.31932197,0.318578512,0.325805931,0.335415346,0.35110982,0.358755475,0.299112253,0.297958391,0.302025453
Equatorial Guinea,0.065758027,0.068901618,0.068944686,0.062885848,1.194406502,1.268028424,1.380447347,1.910632221,2.286441392,2.51361848,2.996001619,4.133177809,5.333442111,5.844832407,7.007152306,9.149813695,10.22171573,9.397111248,10.61610947,10.51665987,10.74792036,11.32678368,10.92695281,10.28881993,8.999010438,7.618849087,7.693480488,6.815117941,7.469509323,6.550708396
Greece,79.09403501,79.13051492,81.21081882,80.70926742,82.23081235,85.27369336,85.17028764,86.17811696,89.67790818,89.9562512,97.09558424,99.14151395,99.17150135,102.9236684,102.6398953,104.864736,103.5333054,107.1695107,103.0788062,97.21270935,90.02339583,87.09917708,82.47302004,75.0033776,72.26786667,70.56400865,69.43494703,69.63609609,67.86096528,62.81657326
Grenada,0.133148039,0.140444298,0.152070455,0.163859355,0.18455188,0.162174705,0.175784821,0.220761436,0.197268974,0.209586585,0.229084472,0.235749395,0.266423381,0.408738562,0.39588419,0.400809486,0.418442316,0.433048668,0.437861938,0.456976833,0.481132667,0.548414199,0.571030044,0.598770239,0.556615565,0.549264387,0.564304132,0.360749707,0.378845252,0.373956789
Greenland,0.003065513,0.00309234,0.003113187,0.003132189,0.003148732,0.0031669,0.003187916,0.003205745,0.00322996,0.003256696,0.003289668,0.003317718,0.003348194,0.003380857,0.614821013,0.62121322,0.636858105,0.627371429,0.646434971,0.560752554,0.65272819,0.693907063,0.547860786,0.539522582,0.487887812,0.524947452,0.521353266,0.510758557,0.512469074,0.512476812
Guatemala,3.91312109,4.135024109,4.84677838,5.380263494,5.810777372,6.749861699,6.632162684,6.963757533,8.675972456,8.667579633,9.677780766,10.15501184,10.71449526,10.64243861,10.83488521,11.68599177,11.89118396,12.67662431,11.53830189,12.14339445,11.7815834,12.14543181,12.62359445,13.67295456,14.63674197,17.05647052,18.06231039,17.188369,18.91989318,19.93213048
French Guiana,0.672273456,0.776102668,0.670688454,0.822754665,0.808664236,0.906848769,0.918945445,0.883584263,0.89760633,0.945304568,0.547634817,0.588381051,0.534681387,0.800345104,0.787866075,0.751066319,0.684436979,0.742471989,0.739419228,0.948556009,0.929840157,0.796823674,0.659260108,0.711993136,0.750839369,0.74889338,0.830396715,0.817826886,0.822487502,0.824112403
Guyana,1.176664748,1.150391564,1.086414811,1.092420998,1.417922772,1.536721529,1.585896612,1.729107601,1.754646023,1.743605182,1.666441684,1.650036308,1.629253468,1.625226994,1.679073229,1.4900164,1.341514112,1.609914584,1.608671377,1.632524476,1.761861661,1.834078764,2.003321889,1.978093218,2.06582017,2.07528946,2.457868958,2.469530213,2.581471713,2.844132383
Hong Kong,35.07614672,38.2881541,42.69490433,43.61675677,37.13433753,37.66892872,35.21003806,34.09182924,42.25154926,45.21009657,41.54589562,41.52996744,40.65049583,44.20246911,40.4269521,42.68352739,42.17975166,44.28795104,42.99859069,45.07366622,42.15207157,45.09342794,44.55343607,46.09047037,47.46015883,44.15418384,44.98471611,44.0410614,43.96356628,43.41760904
Honduras,2.374353168,2.395993141,2.691202061,2.824075993,3.216906484,3.814219662,4.036612754,4.156526785,4.817623967,4.88806248,5.063070924,5.947352084,6.254415284,6.917842395,7.865105403,7.134050216,8.185044268,8.692807048,8.692009066,8.198653115,8.258526051,8.853447272,9.202815087,9.410308607,9.534889864,9.955602072,9.529079246,9.447330873,10.11912191,10.24126418
Croatia,25.16338898,18.33909705,16.75211525,17.24541674,16.67811609,17.14737878,17.02823482,18.84082034,19.99357031,20.06190705,19.61303391,20.69013215,21.68305762,23.14122363,23.377566,23.63949044,24.0353551,25.67582772,24.4327598,22.21787061,21.45443865,20.90994384,19.24876079,18.87754084,18.13907017,18.45178401,18.76243893,19.28914111,18.2755026,18.49005763
Haiti,1.146533912,1.120203573,1.043905483,0.883814539,0.419840992,1.132845817,1.28635965,1.503201877,1.538767103,1.608808202,1.70219325,1.734944619,1.958404642,1.944355577,1.797788923,1.836725576,1.859256249,2.189353349,2.168799971,2.128823831,2.602198712,2.947684468,2.608544193,2.818147184,3.200171939,3.453069816,3.536856221,3.505809589,3.476342592,3.510155471
Hungary,72.17761807,68.44695725,61.67753353,62.40240866,62.19493029,61.47667754,62.64548049,61.40902374,61.19533567,61.54377015,58.38540543,59.82242609,58.90324728,61.53652092,59.74691746,60.04445492,59.67109061,58.35541049,57.27781013,51.1572997,51.94008477,51.04424204,47.36652467,44.54544395,44.70308893,47.44512761,48.12456524,50.77153146,50.78617243,50.92981571
Indonesia,161.6397948,174.4287325,182.3180799,199.666275,211.9995403,236.3213797,250.7092128,274.8871116,277.0960749,293.2501239,297.0451879,317.7886168,324.5983328,354.1200567,360.359518,361.4524499,384.4033549,400.8331085,396.2603817,411.6737051,436.9280602,498.6086835,505.3548187,470.9120987,506.5074578,513.0833458,506.0154341,541.7911291,602.7877172,647.4615872
India,600.0253657,645.5188233,668.6542471,698.4792931,742.9171538,795.6519177,832.9365664,875.7414057,897.3304508,959.3514332,994.8629006,1010.81894,1049.225266,1081.075148,1165.982002,1215.209359,1297.083709,1412.731305,1501.893864,1641.126675,1741.071436,1848.689173,2021.270917,2082.681144,2241.955055,2258.489442,2298.68353,2430.766728,2556.317346,2563.668881
Ireland,32.85562626,33.35790159,33.19596017,33.53967305,34.69416826,35.41879187,36.70120812,37.93633474,40.27525306,41.75873556,44.32592851,46.52311303,45.34925624,44.96392781,45.33565422,47.36461839,47.94833042,47.15261922,46.47175843,41.52266694,41.25526102,37.7020396,38.01739305,36.89607437,36.67925837,38.36751269,39.84523656,38.73263006,38.74056415,36.80001441
Iran,204.8198677,225.6025826,241.2204869,240.0623788,274.2433523,278.7068671,290.8922483,303.9323431,302.7472806,333.9068829,352.7710758,366.4403329,382.7086382,403.9619022,433.2218289,467.9508925,505.2076738,537.471443,550.1934981,571.7343431,575.307078,584.908035,591.6200768,611.9448335,635.7632099,629.365706,642.8025351,665.1027953,678.0851765,669.7996306
Iraq,69.32560881,54.52004601,75.82769763,100.1860874,109.9511212,109.1145177,100.6661696,121.0429997,94.1131496,74.13037416,88.64255373,100.5019194,94.96013101,82.85630994,90.25606284,87.16525677,84.81971601,78.38107854,90.34536428,96.4923519,111.3217574,115.7652036,132.8901681,142.9539482,137.832003,137.1281448,148.0914152,161.2291578,169.761623,181.744849
Iceland,2.344514683,2.297178488,2.310250745,2.412110669,2.521996582,2.448698397,2.717749772,2.632807583,2.718863596,2.749827582,2.865398108,2.970892491,3.142853028,3.115547185,3.202136799,3.173330822,3.280976026,3.500108005,3.802504887,3.842764231,3.749396147,3.617078422,3.665237945,3.745801978,3.570908768,3.663543166,3.180902871,3.32413951,3.299368118,3.251406744
"Israel and Palestine, State of",35.32811738,35.97899454,38.51573827,42.23167747,45.19938683,48.2840998,51.41443186,53.10155115,53.67726841,55.12952511,59.45939959,59.44207245,62.70992548,64.47108342,64.35855279,62.26119053,65.42854706,67.80282697,68.16490749,67.32853523,72.2731318,71.45588534,77.92100671,68.60281987,66.29460553,68.16970856,67.64930682,67.88519129,63.48401941,64.63068183
"Italy, San Marino and the Holy See",430.4466515,429.1307112,426.7023824,420.2608012,414.0376754,439.0362984,433.9747652,437.406171,447.9622989,454.9527566,457.9331036,457.9102012,465.8349873,485.4613804,496.8758607,498.0231306,492.6309963,485.0844398,469.7682061,417.5068025,426.906291,417.9224505,396.9681474,364.3089341,345.760805,355.7982766,351.5752652,347.7375549,342.6177878,334.4375597
Jamaica,7.53058343,7.485359038,8.280048728,8.430438515,8.508300238,8.803609118,9.181657415,9.394214446,9.892691246,10.15554284,10.2221755,10.28886911,10.23746928,10.54320506,10.5930606,10.63180712,12.30413749,12.21924761,9.849827898,8.019196446,7.670581956,7.585053306,6.992450157,7.46219699,7.198746092,7.085328274,7.628041984,7.284388687,8.695886001,8.45052122
Jordan,10.08664614,10.10065789,11.97894875,12.44642935,13.01920442,13.82464542,14.14406669,14.63623949,14.8543803,14.87658045,16.49515668,16.53497692,17.23485072,17.67124102,19.04433326,20.32087777,20.56607762,21.36449752,20.50225502,21.07403937,20.60213147,21.02718892,24.5366053,24.10779499,25.84871435,25.64557145,25.24967661,26.56826778,25.16214572,25.19724853
Japan,1171.755363,1182.568055,1188.375798,1179.073454,1230.895181,1242.058573,1254.890922,1242.174128,1195.212534,1232.458453,1252.933321,1238.926237,1274.839346,1282.980894,1279.328321,1286.036003,1263.492628,1299.626685,1230.038391,1165.156828,1226.042658,1278.911207,1316.870919,1328.293565,1282.411124,1242.935643,1230.08593,1217.517345,1178.509307,1142.061046
Kazakhstan,251.7852017,262.8616516,267.6893381,228.2399753,205.5504868,182.1326255,159.6955875,138.7231567,142.1004471,129.6324257,131.4239631,128.8122479,143.2708767,159.1242272,171.6851066,182.6269303,203.6335297,214.6884197,253.6405185,226.2733814,243.6485996,260.5552089,257.6707097,274.0119836,228.2550637,200.0676341,211.7889,224.4858807,226.4486279,222.8549889
Kenya,6.476098092,6.226074833,6.307945271,6.200704165,6.179365851,6.674067076,7.307081653,7.051512793,7.599391042,7.805924414,8.620895803,8.03990635,7.838032769,7.01241502,7.966243185,8.871651604,9.839815899,9.873683588,10.45990527,12.18433464,13.20943525,13.50665702,12.63113576,14.50116034,15.4287352,17.5889748,19.8136292,19.63919349,18.26140686,22.98079238
Kyrgyzstan,23.70926695,21.31671922,13.97987932,10.27547365,6.731511141,4.77243703,5.948307708,5.883282772,6.220726203,4.980932031,4.866672081,4.134431802,5.14883466,5.768805515,5.743379194,5.501033422,5.515255459,6.670221093,7.724991392,6.949285088,6.581672013,7.849349315,10.26329365,9.642309871,9.924755389,10.46288581,9.939689577,9.740002432,11.57503341,10.43935759
Cambodia,0.423988483,0.455832761,0.460708704,0.451838799,0.475007887,1.501694669,1.666917048,1.779585445,1.994305388,1.942675664,2.001251793,2.187534398,2.247958708,2.417980639,2.419247099,2.700714236,3.007763969,3.69699023,4.09737621,4.873745659,5.157765101,5.362895952,5.629535207,5.6905685,7.029524514,8.523687199,10.60237728,11.89042142,13.37639881,16.16510089
Kiribati,0.016670696,0.017016801,0.016999498,0.016649109,0.017505424,0.016801361,0.017210999,0.018252624,0.018907068,0.018372234,0.035616972,0.031185874,0.045310042,0.046718377,0.048736044,0.063587656,0.068055153,0.059373179,0.069166447,0.062273889,0.062076757,0.059096589,0.057427495,0.058348342,0.05747412,0.059127288,0.062199058,0.069678706,0.069802755,0.072119898
Saint Kitts and Nevis,0.054778746,0.076955183,0.081116935,0.09341412,0.10686974,0.088279464,0.10349766,0.097979495,0.108144359,0.115698763,0.203264941,0.209516376,0.249185035,0.378505929,0.39282537,0.368879652,0.387007828,0.398978843,0.395938019,0.420371327,0.434115485,0.497385155,0.514281913,0.49114139,0.516016702,0.502744381,0.518968676,0.293218933,0.315279464,0.311341777
South Korea,271.0814642,296.3206348,315.401319,345.662866,372.6759802,405.0715774,431.3971652,454.5743492,390.5229151,425.5031393,483.9834839,497.6373861,493.2613344,497.1326215,516.7860587,516.5253099,523.0489325,534.1693909,544.3984912,552.4997321,598.9479566,629.6343354,632.8471446,630.0939197,624.8597109,643.6432478,661.2391607,669.3907274,674.1068566,650.3615363
Kuwait,32.38155297,38.54370476,26.9105918,34.1321511,40.5710798,40.1482936,39.48236823,41.58739724,46.16462488,49.75025391,54.33230813,57.36717444,59.9677819,63.0255527,67.06209022,75.23703717,77.87592587,76.1209641,81.53224878,83.36747928,86.3374067,89.67531029,90.53893009,92.94825978,91.05888756,94.47249712,97.07901065,96.00296445,96.12749684,96.7001173
Laos,0.254878812,0.303865553,0.315323139,0.320175093,0.352330697,0.368796786,0.431475675,0.510247373,0.560698167,0.556293212,0.93821091,1.033972857,1.158458889,1.204187627,1.262265753,1.307746072,1.715181052,1.812416989,2.114629463,2.644529397,2.96482909,3.129391237,3.338812301,3.947188223,4.390187472,8.930143824,15.87354143,19.2468618,19.8645698,19.41809102
Lebanon,5.977527008,7.413088278,7.962991907,11.39797613,12.52623722,14.51162644,15.06506378,16.550863,16.43329147,16.94221421,15.29858013,16.51435151,16.46488991,16.47309503,16.68998285,16.60376297,16.14525532,14.92477805,18.2963488,21.58392157,20.65940713,20.98923464,23.44172413,23.08967291,24.97401368,26.88423815,27.85180165,29.28109369,27.51739766,27.73921116
Liberia,0.45264292,0.301149263,0.279687407,0.299345737,0.299504562,0.308314453,0.332078386,0.337835986,0.358806612,0.37107624,0.460826481,0.512365061,0.507439959,0.546511991,0.600693142,0.746454726,0.777689697,0.722915383,0.608135022,0.56326392,0.86004936,0.88551974,0.968633501,0.895814504,1.158481604,1.19224871,1.305953844,1.192710614,1.337986403,1.362094461
Libya,32.57027482,32.7692959,34.18177169,36.40988976,42.41052226,48.06640389,50.56111551,46.83778082,46.38221166,47.75028094,49.27887862,48.6950715,49.87599452,53.74294146,53.15123309,57.6477169,57.40750357,53.68030814,57.08262138,60.22204083,63.61233435,44.74506047,62.13737492,61.45144447,60.56802425,53.79789332,53.42768203,57.38501208,59.13995157,59.27247661
Saint Lucia,0.185922042,0.19633214,0.207049887,0.193365917,0.225577768,0.217495167,0.219715907,0.208565946,0.214874305,0.228071172,0.362043863,0.39152157,0.371772226,0.548609338,0.539357072,0.537086594,0.543667164,0.555305247,0.558782675,0.588267744,0.629994986,0.726090564,0.760500326,0.748866539,0.7729091,0.749015164,0.759038328,0.552790695,0.541671505,0.776026956
Sri Lanka,4.250482009,4.437760399,5.523770765,5.408024946,6.222996252,6.256749525,8.818317229,8.796527273,9.087447951,10.03179814,11.46690945,11.37478444,11.89893257,12.86706615,13.29614904,14.53525446,13.04178307,14.28663774,13.59839898,13.06962222,13.83088153,16.27724543,17.76754228,15.37268674,18.58128226,21.55558435,23.06232304,24.54679201,22.99984065,25.51065563
Lesotho,0.130992271,0.156416952,0.137656461,0.133073536,0.145437254,0.149552615,0.153857081,0.15774618,0.154527802,0.158618743,0.398639471,0.401884598,0.414287576,0.418802056,0.44328386,0.445365373,0.447658502,0.575651134,0.469223026,0.545743118,0.561907145,0.539555805,0.566768742,0.568143004,0.582362124,0.571662044,0.614787664,0.691002278,0.670214476,0.68592394
Lithuania,35.31805814,37.25538554,21.1656238,16.42397255,15.90209087,15.24792713,15.71618055,15.20817863,16.0371627,13.47810161,11.80658832,12.54600775,12.63978161,12.63477714,13.21832918,14.11742849,14.36034139,15.73272442,15.73774116,13.11183995,13.95378691,14.21592675,14.37879019,13.27396079,13.14005896,13.42725845,13.28245866,13.68057754,13.76756351,14.02912901
Luxembourg,11.75177998,12.20079063,11.86155428,12.09481195,11.24070158,9.023380614,9.046053647,8.545238758,7.849918064,8.21340065,8.844963821,9.382628395,10.08214501,10.50328267,11.93708914,12.1720236,11.99620488,11.39851208,11.26264482,10.65705725,11.26183019,11.13341619,10.90259069,10.36321156,9.863659814,9.348228508,9.084578514,9.215592214,9.533098635,9.702100202
Latvia,20.43230155,18.54653123,14.64847438,12.27737129,10.77791308,9.469022672,9.555223781,9.047350208,8.742029879,8.127479203,7.570310217,7.921698767,7.879255552,8.116308092,8.130262224,8.242708338,8.742198993,9.148443055,8.72523903,7.954931926,9.124250332,8.466591283,8.243484873,8.004493985,7.792530285,7.829889102,7.670265031,7.629285597,8.300695971,8.081055794
Macao,0.936933203,0.931416088,0.971511656,1.041568109,1.165538712,1.112241299,1.307111508,1.429585584,1.585880313,1.627068794,1.591822886,1.655662032,1.78718083,1.824330279,2.124577541,2.104521348,2.084324657,1.849011268,1.604340125,1.809780874,1.737771325,1.738714106,1.780722002,1.760232623,1.979164694,2.615187893,2.572364351,3.035453159,2.428829804,2.575890687
Morocco,22.45365954,23.54872361,25.22890723,25.95801505,28.11771821,29.25817653,28.91449416,30.43207293,31.17074189,32.79738821,33.50157382,36.93455926,38.18657015,38.00611075,41.82646279,44.44302051,45.54777846,46.18540374,49.05851371,48.9353823,52.02647155,56.26384907,58.51250726,58.49447886,59.71583855,61.39413714,61.41790398,64.56737653,66.40423349,72.41635248
Moldova,31.95929453,25.77117587,20.46792755,17.34134677,14.10327536,12.21341758,10.51901943,9.565555066,8.648834192,7.339183501,6.821993453,7.123106132,7.266650593,7.815962416,7.876999554,8.281404483,8.051521628,7.957881691,7.868555796,7.735725356,8.476317242,8.515541805,8.335128169,7.351604204,7.940193342,8.201006308,8.299405439,8.194598575,8.700766038,9.057144607
Madagascar,0.810043555,1.004152538,0.996719283,1.008143609,1.068306828,1.119396894,1.174238597,1.28861738,1.183782257,1.179989292,1.956813675,1.992060068,1.470670295,1.97578688,2.20849189,2.201913011,2.162035687,2.276463362,2.383261285,2.098133371,2.568855502,3.153932413,4.128706138,4.59058324,4.36553848,4.518178474,4.662055898,4.761744309,4.541122598,5.35985018
Maldives,0.09324015,0.094209208,0.095096643,0.108490272,0.238198641,0.309190823,0.319029132,0.292631901,0.333534002,0.323796043,0.684035093,0.588208624,0.701290659,0.599429602,0.770925368,0.703310691,0.856469803,0.841326685,0.958986811,1.050591101,1.065751787,1.180428256,1.475567446,1.565401631,2.066184561,1.499127548,1.581247831,1.613566459,1.834918735,2.116841045
Mexico,291.0374187,308.8252757,312.7965491,320.7823253,346.3967315,326.6695635,342.6386132,361.8317322,384.2629566,373.4187405,397.9682551,395.7776411,401.8348626,421.9823396,431.7163437,448.8612978,465.4761095,472.4794414,473.8905359,464.1218206,479.3744501,489.196071,508.5007314,495.6949496,482.752772,491.4831721,498.8182219,501.2235548,484.649408,481.4642266
North Macedonia,11.20952224,9.918552719,8.822200398,9.059509656,8.778907325,8.72389348,10.27597787,9.261426408,10.15970122,9.379948762,9.051169617,9.242037638,8.709647793,9.462176371,9.222711194,9.680718755,9.66003926,10.37287,10.16168184,9.142817495,9.184229284,10.24820867,9.621650695,8.790896166,8.350865779,7.940155794,7.486337799,7.986372322,7.557534518,8.624733627
Mali,0.401719868,0.477018465,0.450817628,0.441372205,0.442535461,0.454716001,0.491235867,0.503091548,0.52164024,0.535669658,0.931002385,0.944261772,0.967576799,0.98774616,1.025783213,1.062822865,1.258540838,1.487435174,1.713712274,2.173108976,2.17141638,2.180922581,2.266464402,2.66021336,2.836561882,3.39229489,4.238826095,4.867448755,5.017227375,5.591457612
Malta,2.351418687,2.248033465,2.206269564,2.843906051,2.545520881,2.417028722,2.366078261,2.514903743,2.415776108,2.450291473,2.162246757,2.524737369,2.354255452,2.64165412,2.639105469,2.670279331,2.701722547,2.762335901,2.765639603,2.545417465,2.633334581,2.606431733,2.772479629,2.428511449,2.414631368,1.716319251,1.411538229,1.58093383,1.613083851,1.718574941
Myanmar/Burma,4.469337566,4.323444822,4.584340515,5.123481456,6.143114596,7.440056618,7.828443283,7.795075537,8.471829785,9.259536582,10.08897866,8.822398434,8.853525337,11.00997253,10.56464406,11.15879999,10.41879305,10.85558951,8.349493439,7.927621119,8.642338392,9.178014451,12.56733779,14.22786893,17.70070346,19.6466427,22.7568559,33.51810189,34.83839589,39.00140501
Mongolia,13.1569708,14.8676081,12.96766624,11.94488398,10.4140701,10.35202513,8.750716603,8.57859542,8.605021863,8.662286917,9.05036671,9.02180569,9.668199516,9.373183992,9.587526239,11.11936026,12.60670683,13.17247358,13.15269404,13.83798606,14.58815698,16.10245292,17.47257624,18.75077525,18.49461157,17.62481146,18.55338812,19.98396772,21.96046977,23.56272654
Mozambique,1.183095842,0.996093147,1.184169295,1.374408154,1.170206526,1.283301954,1.240532531,1.367641209,1.323700858,1.319139183,1.60221512,1.929328529,2.020408383,2.559081375,2.81385201,2.700785705,2.862421114,3.274752574,3.180527402,3.43337981,3.632077016,4.331341557,4.763902243,5.194819758,5.850941547,6.51725011,8.389560415,8.375738716,8.144190727,8.696688436
Mauritania,0.773477422,0.958891731,2.642065579,2.635646022,2.721926168,2.834188722,2.820092247,2.882051258,2.942930051,3.013448849,1.194970446,1.279682961,1.39026886,1.449792947,1.607402933,1.667437824,1.806178146,2.000560675,2.24621739,2.223218537,2.24639061,2.246114882,2.487383177,2.26917906,2.614638092,2.653857658,2.483580942,3.665518818,3.778912653,4.013490826
Martinique,1.679585871,1.488603118,1.681221983,2.082430512,2.030099245,1.979428081,1.991286234,1.914813879,1.889845972,1.985514466,2.09505907,2.101077395,2.091285566,2.320377322,2.338883156,2.21081144,2.127735013,2.178706505,2.136676161,2.335131468,2.462835828,2.354774268,2.382664685,2.410149874,2.488938488,2.14490589,2.162222625,2.078953404,2.078388467,2.066318912
Mauritius,1.191638819,1.275457685,1.347095027,1.484740564,1.529259548,1.56628209,1.640325976,1.647209442,1.807037854,2.21361187,2.448437064,2.586929559,2.642650413,2.766641646,2.790295746,2.984529168,3.328116566,3.420148822,3.493795787,3.443666423,3.681149551,3.66219526,3.749178325,3.848580116,3.984552141,3.988592932,4.059462535,4.200555016,4.158548878,4.213802988
Malawi,0.930360135,1.196017692,1.247675827,1.423862939,1.14461828,1.238640952,1.36084292,1.513099642,1.221128893,1.250891775,1.45687567,1.397119875,1.397133769,1.436399604,1.468263635,1.56879354,1.672299291,1.651641701,1.835946947,1.769825752,2.161985757,1.776987994,1.579242273,1.530627303,1.404978915,1.328275008,1.44641895,1.599583975,1.852028238,1.873632312
Malaysia,57.51185679,68.97153937,72.30280967,78.89086458,84.79643846,91.30684809,104.2653438,111.7743196,110.6233823,121.1325663,132.5220901,139.7752618,148.9065847,158.4357081,170.8697825,181.8088479,189.3823865,206.8440656,220.1064428,198.2787636,216.0465553,217.6099788,220.6446422,237.8010455,251.7379793,252.6107283,248.2969622,240.5134148,257.8039042,266.2147447
Namibia,1.501068348,1.129249858,1.228651861,1.424907828,1.645407002,1.783284745,1.954722687,2.022288516,2.087077755,1.98588281,1.949514998,2.466931964,2.13596528,2.292636451,2.435973242,2.593097491,2.601002511,2.710602073,3.036427659,3.104793683,3.211633009,3.397770807,3.578748627,3.815124054,3.952902061,4.196560788,4.236282566,4.231998933,4.23989592,4.247685826
New Caledonia,1.572680142,1.666081284,1.662433677,1.594046944,1.613029147,1.595250497,1.766078395,1.781240054,1.853950747,1.892660875,2.289926092,2.300195624,2.528105107,2.771936771,2.509768779,2.757099796,2.698164803,2.709768736,2.811187272,2.940020769,3.655106522,3.667383776,3.713263385,3.944058959,4.786552558,4.615422034,4.89158319,4.649036223,5.175524086,5.40865466
