Country,1970_co2_total,1971_co2_total,1972_co2_total,1973_co2_total,1974_co2_total,1975_co2_total,1976_co2_total,1977_co2_total,1978_co2_total,1979_co2_total,1980_co2_total,1981_co2_total,1982_co2_total,1983_co2_total,1984_co2_total,1985_co2_total,1986_co2_total,1987_co2_total,1988_co2_total,1989_co2_total,1990_co2_total,1991_co2_total,1992_co2_total,1993_co2_total,1994_co2_total,1995_co2_total,1996_co2_total,1997_co2_total,1998_co2_total,1999_co2_total,2000_co2_total,2001_co2_total,2002_co2_total,2003_co2_total,2004_co2_total,2005_co2_total,2006_co2_total,2007_co2_total,2008_co2_total,2009_co2_total,2010_co2_total,2011_co2_total,2012_co2_total,2013_co2_total,2014_co2_total,2015_co2_total,2016_co2_total,2017_co2_total,2018_co2_total,2019_co2_total,2020_co2_total,2021_co2_total,1970_surface_temperature,1971_surface_temperature,1972_surface_temperature,1973_surface_temperature,1974_surface_temperature,1975_surface_temperature,1976_surface_temperature,1977_surface_temperature,1978_surface_temperature,1979_surface_temperature,1980_surface_temperature,1981_surface_temperature,1982_surface_temperature,1983_surface_temperature,1984_surface_temperature,1985_surface_temperature,1986_surface_temperature,1987_surface_temperature,1988_surface_temperature,1989_surface_temperature,1990_surface_temperature,1991_surface_temperature,1992_surface_temperature,1993_surface_temperature,1994_surface_temperature,1995_surface_temperature,1996_surface_temperature,1997_surface_temperature,1998_surface_temperature,1999_surface_temperature,2000_surface_temperature,2001_surface_temperature,2002_surface_temperature,2003_surface_temperature,2004_surface_temperature,2005_surface_temperature,2006_surface_temperature,2007_surface_temperature,2008_surface_temperature,2009_surface_temperature,2010_surface_temperature,2011_surface_temperature,2012_surface_temperature,2013_surface_temperature,2014_surface_temperature,2015_surface_temperature,2016_surface_temperature,2017_surface_temperature,2018_surface_temperature,2019_surface_temperature,2020_surface_temperature,2021_surface_temperature
Bangladesh,3.353650622,3.329542392,3.537918849,4.166076361,4.382726054,5.242690253,5.619073897,5.801625626,6.227500788,6.912692491,7.77607542,7.558444879,8.239982457,8.747113543,8.213258621,9.473823944,10.51360631,11.48261357,12.52992282,13.67764529,14.40761994,13.70647315,15.32146918,16.17292862,17.47019699,21.29645619,21.67503565,23.31626918,23.8251357,25.48258595,27.5636586,32.33845889,34.04484601,35.49061768,37.48646818,39.94244179,42.94457177,45.42565038,50.81222738,53.90865199,59.80432921,63.62432344,67.22202336,69.5683056,73.23457201,83.5250138,85.5940908,91.4026391,96.70212054,104.8367314,104.1432745,106.8674407,-0.021,-0.579,-0.012,0.168,-0.125,-0.102,-0.104,-0.275,-0.216,0.495,0.128,-0.17,-0.041,-0.132,-0.322,0.05,0.026,0.341,0.341,0.064,-0.149,-0.024,-0.146,-0.446,0.175,0.173,0.137,-0.173,0.504,0.78,0.226,0.316,0.398,0.239,0.269,0.592,0.814,0.266,0.093,0.844,0.768,0.144,0.235,0.23,0.482,0.722,1.337,1.124,0.881,1.136,0.898,1.3
Bulgaria,70.57963856,70.48631123,72.85490576,74.18505173,75.60725661,80.47999231,81.51962372,84.43820276,87.2771099,90.49990784,93.54782996,89.5343483,91.64110076,90.55437527,88.99950863,91.39842727,92.58495066,92.93520804,91.97843828,90.91180229,79.13781673,64.45635857,61.72209335,62.51201084,59.77864979,61.02163847,61.44973541,59.21562868,56.59257348,49.89753366,47.82350676,49.83700845,47.02350586,52.90880607,50.83667053,51.96676122,53.09775823,56.8687152,53.76137498,45.66622639,48.22935817,53.55058408,48.63097826,43.38151709,45.87206095,48.40359048,45.58729198,47.79028824,44.91957747,43.06376122,37.79516289,43.64437322,0.205,-0.139,0.136,-0.426,-0.198,0.39,-0.838,0.563,-0.71,0.165,-0.448,-0.043,-0.13,0.389,-0.022,-0.605,0.36,-0.484,0.128,0.405,0.797,-0.161,0.149,-0.322,1.583,0.221,-0.36,-0.336,0.775,0.696,1.184,1.648,0.854,0.181,0.533,0.215,0.571,1.883,1.177,1.291,1.361,0.422,1.678,1.476,1.196,1.438,1.899,0.954,2.192,2.112,2.037,1.629
Belize,0.183914996,0.183701259,0.216253821,0.224357165,0.199751194,0.238675087,0.217692548,0.239671453,0.243332947,0.22962323,0.233195966,0.218906126,0.18835587,0.198147694,0.249278633,0.245150812,0.300047442,0.255660106,0.188190438,0.251152286,0.327513596,0.39425773,0.344479628,0.321568848,0.300808371,0.332456951,0.280245845,0.446705629,0.449800413,0.489861704,0.50120397,0.51707814,0.503565258,0.658459755,0.624145029,0.6419139,0.663027432,0.626560772,0.585712115,0.669132027,0.742029428,0.751112853,0.817051039,0.874091412,0.851680367,0.943765893,0.937509711,0.796392797,0.711490773,0.666448856,0.55834987,0.635030944,-0.21,-0.275,0.442,0.347,0.101,-0.059,-0.416,0.134,-0.025,0.524,0.576,-0.068,0.526,0.685,0.254,0.455,0.135,0.35,0.46,0.173,0.339,0.542,0.311,0.447,0.756,0.759,0.21,0.866,0.904,0.422,0.175,0.445,0.733,0.948,0.701,0.849,0.655,0.85,0.579,0.922,0.843,0.724,0.644,0.785,0.697,1.502,1.446,1.342,0.85,1.556,1.716,1.286
Bolivia,3.054585519,3.803748601,4.531971487,4.219664896,4.022184858,4.577182172,5.165885342,4.95724357,5.644816167,5.028845221,4.977354148,5.330727695,5.552991071,5.7224014,5.222683205,5.140739356,4.784031755,4.964109835,5.373722602,6.182966427,6.592882225,6.909303788,7.439934869,8.861133796,9.553915737,8.619528045,8.322913274,9.182193566,8.675116144,8.243067084,8.220112245,8.064197586,8.325921859,9.13037133,9.509334425,10.06557833,11.24741851,12.11981606,13.14660129,14.05072422,15.20514318,16.65551477,17.45055743,18.67675236,20.27146531,20.61938788,21.99540148,22.79440955,23.2688932,22.63256837,20.25268496,22.42803649,0.173,-0.583,0.13,0.227,-0.154,-0.087,-0.249,0.276,0.27,0.181,0.176,0.167,0.324,0.537,0.289,0.33,0.437,0.692,0.334,0.129,0.183,0.603,0.031,0.404,0.883,0.77,0.29,0.825,0.926,0.337,0.403,0.653,1.016,0.641,0.846,0.764,0.935,0.537,0.396,0.658,0.68,1.165,0.831,0.507,0.955,1.533,0.824,0.981,0.562,0.921,1.315,0.738
Brazil,109.5869913,109.2796748,121.043919,138.4661074,148.3856461,156.7297861,174.8568581,182.6569646,196.4932631,209.5695629,209.9379413,194.5044438,193.4884465,182.211208,186.601772,194.8826431,218.4857234,223.1369291,225.5754713,227.2434102,228.6030345,235.8968192,239.3357051,250.5054539,258.8071609,278.6124885,301.9514764,322.4395599,332.3681296,341.6755375,364.7518705,365.6594815,365.5128298,365.8612251,382.3821836,385.3210729,388.5654595,405.5805728,425.5328303,397.6707667,450.4359269,470.1637435,506.6518734,532.9368382,559.3419552,527.9391038,493.5112929,504.1514744,480.141718,478.1701797,441.3690236,489.8577336,0.13,-0.134,0.114,0.443,-0.179,-0.14,-0.185,0.252,0.03,0.017,0.313,0.191,0.277,0.471,0.294,0.092,0.285,0.722,0.461,0.13,0.435,0.468,0.403,0.495,0.608,0.799,0.504,0.671,1.234,0.523,0.495,0.746,1.052,0.927,0.768,1.085,0.77,0.969,0.731,0.969,1.112,0.814,1.023,0.922,1.153,1.516,1.457,1.363,1.148,1.517,1.477,1.154
Barbados,0.760318953,0.760136762,0.89808906,0.921794042,0.819067414,0.983712323,0.906592516,0.996899152,1.022437528,0.969073596,0.988164932,1.010138588,0.951012295,1.067025739,1.253232522,1.417014113,1.471501127,1.417925693,1.334629122,1.350692361,1.368008018,1.411943848,1.481009783,1.357238173,1.278985287,1.277440222,1.279981187,1.398937004,1.481712903,1.609937165,1.601657774,1.589639238,1.58473952,1.82531931,1.843098558,1.799455275,1.755358047,1.668112166,1.878804386,1.926219158,1.962620221,2.351123345,2.340611515,2.420328613,2.143427286,2.198457798,2.213245124,1.72643639,1.937676615,1.913705846,1.591364204,1.765476591,0.074,-0.174,-0.015,0.006,-0.336,-0.556,-0.444,-0.054,0.248,0.042,0.485,0.304,0.165,0.281,-0.076,-0.263,-0.179,0.536,0.385,0.187,0.356,0.422,0.333,0.394,0.388,0.463,0.315,0.288,1.079,0.466,0.303,0.506,0.546,0.888,0.7,1.13,0.844,0.679,0.316,0.429,1.147,0.677,0.488,0.778,0.418,0.868,1.446,1.342,0.85,1.556,1.716,1.286
Bhutan,0.036534675,0.038563637,0.04177826,0.043841656,0.044684337,0.044297178,0.046180982,0.048672271,0.051316351,0.052958356,0.053483133,0.079875356,0.079508288,0.080714144,0.079319138,0.084340208,0.085004685,0.130750656,0.135734404,0.137559633,0.182825906,0.186819583,0.186728361,0.189839978,0.234869883,0.310930455,0.340772471,0.392687576,0.432236959,0.502512344,0.421033852,0.451867482,0.487660619,0.502830756,0.51181678,0.551568245,0.559348824,0.570827604,0.611825873,0.841816607,0.924902746,1.126915347,1.077357346,1.105078692,1.122359505,1.298792411,1.408047883,1.507524374,1.702858826,1.894321419,1.775669218,1.975741344,-0.027,-0.227,-0.014,0.31,0.188,0.103,-0.042,-0.059,-0.213,0.414,0.081,0.212,-0.111,-0.286,-0.055,0.113,-0.068,0.256,0.567,0.22,-0.087,0.081,-0.229,-0.248,0.315,0.518,0.307,-0.3,0.825,1.022,0.214,0.72,0.492,0.498,0.476,0.745,0.955,0.978,0.555,1.394,1.202,0.534,0.512,0.742,0.86,1.068,1.487,1.457,1.346,1.329,1.09,1.707
Botswana,0.104626678,0.10479865,0.138773379,0.194542867,0.385545656,0.489945899,0.737536668,0.850094066,0.961742142,1.117270804,1.187967455,1.389660581,1.449958672,1.42102221,1.416075254,1.515521139,1.742555994,1.808315385,2.168988913,2.390187157,2.827712573,2.797034796,3.402539191,3.356076191,3.218432982,3.347890216,3.018809248,3.22286609,3.834623554,4.040513045,4.186198457,4.057762933,4.240405348,4.144299279,4.16980524,4.474650313,4.271784727,4.493540129,4.558556615,4.323291226,3.508676484,4.112165853,3.543391314,5.548334678,7.123809649,7.086145938,6.7636712,7.466957589,7.440988906,7.377950884,6.705221979,6.999752167,0.598,-0.126,-0.475,0.602,-0.746,-0.225,-0.717,0.3,-0.065,0.543,-0.038,-0.441,0.31,1.012,0.442,0.293,0.278,1.27,0.287,-0.306,0.738,0.062,0.813,0.512,-0.123,1.141,-0.319,-0.096,0.857,0.552,-0.718,-0.186,0.359,0.74,-0.133,1.039,-0.505,0.23,0.153,-0.319,0.936,-0.048,0.473,0.77,-0.092,1.546,1.469,0.017,0.734,1.525,0.493,-0.425
Canada,360.6084822,367.856384,386.4072499,405.5376372,413.8139045,403.3159792,416.2115147,430.3624484,432.7304251,448.3109781,452.906689,433.2305933,413.4611896,409.0982969,428.4942971,428.7032014,418.6318242,430.7431888,462.2464903,478.1368101,443.2559864,437.121547,449.7062167,448.4278401,465.7801747,478.4212432,492.0139731,508.0414002,515.4461038,524.9876616,545.0271257,536.1957974,555.3910217,574.9572486,567.7597146,577.9978658,570.4469718,602.654739,581.8678439,548.5276914,564.56267,577.2065547,574.8448366,583.897988,590.0205038,586.6543909,585.5191196,596.1786877,608.4529066,608.4895939,548.4548514,563.5383792,0.426,-0.023,-1.796,0.306,-0.846,0.225,0.083,1.079,-0.605,-0.214,0.917,1.562,-0.673,0.488,0.337,-0.311,0.011,1.34,1.204,0.017,0.078,0.336,0.1,0.342,0.467,0.938,-0.125,0.426,2.47,1.694,1.291,1.421,0.54,1.24,0.485,1.282,2.343,1.333,0.851,0.539,2.915,1.438,2.144,1.182,0.288,1.231,2.373,1.48,0.477,1.311,1.128,2.515
Chile,27.89275373,30.34299326,31.53855209,31.54262374,29.60714471,26.98719251,27.62056282,25.84001986,26.32546248,27.91138491,27.70306151,25.40420315,21.58674797,22.02600131,23.29929923,22.48629125,22.76332806,22.98091968,27.74682187,33.48220673,33.01675752,31.47062142,32.66234751,34.55612924,37.71866492,41.30315134,47.46420259,54.02560582,54.48870399,57.07168766,53.42734629,51.35713421,51.82892501,53.78477445,58.08896383,58.88131451,60.01790936,67.46510293,71.01224341,67.94615916,72.06510307,78.660831,80.8499334,84.98790575,78.46953967,84.0656656,88.57000928,89.33997265,89.06049207,94.00974854,83.49511343,85.70328674,0.205,-0.364,-0.13,-0.058,-0.18,-0.127,-0.262,0.37,0.366,0.286,0.342,0.373,0.397,0.574,-0.122,0.328,0.08,0.616,0.08,0.327,0.214,0.108,-0.116,0.235,0.279,-0.004,0.276,0.716,0.721,0.251,-0.179,0.054,0.14,0.312,0.563,0.275,0.575,-0.219,0.502,0.52,-0.015,0.206,0.699,0.434,0.488,0.848,1.022,0.873,0.538,0.683,0.947,0.877
Cameroon,0.900108502,0.948281295,0.982802182,1.033188454,1.008423337,1.27266281,1.187258034,1.649774726,1.786746991,1.943180583,2.073819945,2.21599703,2.349719115,4.701879495,4.920636283,4.832055065,5.840311589,5.316068102,3.369230355,4.816307648,4.811000482,4.587448969,4.412572095,4.816223238,5.205113875,5.211920651,5.344632156,5.382436103,5.601069189,5.394748899,5.788414142,5.760033177,5.679974653,5.793939901,5.695884145,5.541064552,5.591979012,6.588057555,6.944865412,7.544066152,7.690369692,7.324542724,7.437399323,8.234229105,8.945853671,9.25794285,9.856686692,10.02017923,10.50948783,10.44557063,9.806340523,10.20271103,0.175,-0.132,0.055,0.566,-0.076,-0.207,-0.163,0.304,0.056,0.4,0.35,0.045,0.061,0.164,0.196,0.025,0.084,0.487,0.29,-0.384,0.651,0.563,-0.205,0.247,0.305,0.28,0.335,0.547,1.082,0.604,0.319,0.198,0.77,0.707,0.779,1.004,0.983,0.626,0.653,1.047,1.181,0.655,0.416,0.707,0.882,1.16,1.213,1.165,1.156,1.45,1.281,1.47
Cook Islands,0.018731721,0.018731726,0.019976741,0.02404738,0.029529827,0.024374447,0.024012711,0.025358282,0.025161885,0.027043861,0.029126892,0.057647591,0.056781605,0.056140366,0.050100071,0.055430109,0.03589425,0.040874408,0.041225437,0.039689129,0.04014714,0.028115569,0.040932727,0.040027183,0.042115784,0.040357896,0.041364636,0.04388765,0.045476279,0.044131193,0.065501805,0.064210653,0.034969301,0.03187426,0.051738698,0.083231799,0.085902302,0.068833303,0.073856182,0.070098556,0.083534767,0.096167281,0.100331318,0.099973491,0.104113294,0.094305952,0.096110924,0.100985439,0.10068293,0.10460329,0.105135442,0.109024911,0.249,-0.079,-0.03,0.508,-0.129,-0.167,-0.269,0.057,-0.006,-0.05,0.138,0.036,-0.061,0.06,-0.043,0.05,0.264,-0.021,0.34,0.13,0.19,0.197,0.21,-0.069,0.186,0.455,0.247,-0.108,-0.258,0.625,0.303,0.402,0.292,0.262,0.257,0.115,0.314,0.344,0.208,0.077,0.604,0.548,0.258,0.455,0.158,-0.43,0.31,0.675,0.238,0.22,0.274,0.568
Colombia,31.69399232,32.01011273,32.92610624,33.93454806,36.54727277,35.42428553,37.65509037,38.65575679,40.00364028,40.19351962,41.00411158,41.5309998,42.11376549,44.18596744,44.94507611,46.50655433,47.03398215,49.02777685,49.58852104,51.12588169,52.41134071,54.07257335,56.11941986,59.37054644,58.94063701,61.68060825,60.89124243,66.08625498,67.18598803,58.64584177,61.52913676,61.19415493,58.81601281,58.3335646,58.45994602,60.11963139,58.97491288,60.6342086,61.05108449,63.55751054,65.29813728,70.39233504,70.81151962,78.08111624,80.12928405,81.17299822,84.110158,76.66404115,80.34809029,83.4386396,73.03549238,77.57032327,0.052,-0.431,-0.022,0.349,-0.306,-0.304,-0.24,0.214,0.109,0.191,0.446,0.129,0.192,0.636,-0.233,-0.015,0.017,0.573,0.312,-0.091,0.31,0.449,0.606,0.263,0.245,0.517,0.143,0.504,0.901,-0.01,-0.009,0.438,0.675,0.693,0.585,0.681,0.531,0.641,0.385,0.856,1.037,0.467,0.668,0.834,0.854,1.249,1.08,0.82,1.137,1.397,1.583,1.073
Cabo Verde,0.184759894,0.184771537,0.182552351,0.188490919,0.203069575,0.214674139,0.205400788,0.20995967,0.209509098,0.23479023,0.247944588,0.229219572,0.093827364,0.09578216,0.113916641,0.114971029,0.038767931,0.052357449,0.064560339,0.072877247,0.06485515,0.07768734,0.079863202,0.077933361,0.091550679,0.091750222,0.108876156,0.111656287,0.113836208,0.116928928,0.318335808,0.357360521,0.388086277,0.387795426,0.424036514,0.662502687,0.713076471,0.804281404,0.779251733,0.754035525,0.806379768,0.863288192,0.734825488,0.714661409,0.751869435,0.757030716,0.775282996,0.852350176,0.84932269,0.860547562,0.847488748,0.915312864,0.806,-0.153,0.104,0.377,-0.568,-0.019,-0.341,0.104,0.281,0.641,0.618,0.27,0.514,0.51,0.194,0.103,-0.028,1.006,0.815,0.95,1.313,0.68,0.888,0.508,0.442,1.475,1.598,1.654,1.78,0.794,1.039,1.329,1.478,1.569,1.604,1.171,1.356,0.821,1.302,0.772,1.225,1.372,1.338,1.331,1.083,1.071,1.692,2.0,0.926,1.622,1.401,1.765
Cuba,21.93738321,22.00141696,21.57687099,23.30452614,25.26993585,25.9868539,27.44848338,29.95187468,32.11346719,32.39257733,33.23589609,33.47737208,33.29721936,35.90241183,37.66950977,35.2162274,35.85070889,39.08742593,40.77705001,41.58820391,38.54156163,30.02764178,23.84107632,21.812596,22.50797321,23.88784835,25.86631805,28.3028332,27.129034,28.5894311,28.95532049,27.86326707,26.60552689,25.83701358,25.35788333,26.18789334,26.71511704,27.62136647,26.74650323,26.95410555,28.20932558,27.76401375,28.90671846,29.07224025,26.91118717,29.43872829,27.3627366,26.50143996,26.8989017,26.02547978,21.82407855,24.60550024,-0.349,0.067,0.433,0.403,0.087,0.528,-0.194,0.131,0.034,0.349,0.49,-0.016,0.591,0.303,0.287,0.235,0.357,0.736,0.603,0.68,0.836,0.899,0.608,0.639,1.016,1.222,0.627,1.031,1.191,0.806,0.508,0.535,0.945,1.089,0.872,0.787,0.914,0.902,0.642,0.93,0.957,0.538,0.611,0.885,1.144,1.439,1.37,1.275,1.177,1.634,1.722,1.304
Cayman Islands,0.082881365,0.082892345,0.096831231,0.101134609,0.090295236,0.106852155,0.097514772,0.10707516,0.10850049,0.102514217,0.103834792,0.119285947,0.108834802,0.0998413,0.133260039,0.130386205,0.121241791,0.134198168,0.318178346,0.289057328,0.300944787,0.312458499,0.334932375,0.29719165,0.337243247,0.345454225,0.348123501,0.32944114,0.336791228,0.356594566,0.480072679,0.483574257,0.512020815,0.667068671,0.637316445,0.633512612,0.638877956,0.722785236,0.731251661,0.74538254,0.781608666,0.937011991,0.928458841,0.918549815,0.945936514,0.958217582,0.947930551,0.790713404,0.780387321,0.936662183,0.772904917,0.860694083,-0.185,-0.194,0.197,0.357,0.433,1.023,-0.077,0.255,0.204,0.332,0.614,0.012,0.57,0.384,0.26,0.165,0.225,0.551,0.788,0.785,0.77,0.842,0.549,1.055,1.326,1.355,0.78,1.334,1.265,0.792,0.683,0.4,0.745,0.845,0.957,0.987,0.925,1.077,0.884,0.787,0.989,0.675,0.743,0.899,1.106,1.347,1.284,1.257,0.865,1.237,1.278,0.957
Cyprus,2.171694599,2.187405079,2.674589166,2.786371409,2.136573688,2.178485158,2.64603742,2.808428308,2.918604202,3.113063306,3.284522799,3.145865341,3.180001346,3.164835138,3.216820811,3.160433737,3.511309264,4.071797813,4.126649005,4.362564249,4.469674293,5.030274372,5.300043332,5.479128498,5.669995067,5.557800591,5.852614205,5.934316327,6.39884479,6.639465714,6.965441646,6.834857964,7.015232543,7.768676377,7.675970457,7.852016489,7.903093491,8.263356364,8.462293553,8.222924731,7.934775175,7.615882355,7.074149572,6.475149175,6.857755248,6.827251246,7.257921842,7.399905419,7.249109731,7.256855423,6.43223819,6.749550626,0.495,-0.256,-0.625,-0.379,-0.177,-0.225,-0.713,0.15,-0.028,0.607,-0.295,0.088,-0.337,-0.805,0.013,-0.068,0.249,-0.26,0.044,0.085,0.069,0.379,-0.928,-0.421,1.047,0.058,0.253,0.008,0.961,1.079,0.618,1.161,0.836,0.585,0.614,0.335,0.622,0.814,1.031,0.983,2.03,0.715,0.97,1.238,1.048,1.139,1.493,0.776,2.119,1.524,1.668,1.994
Germany,1084.251361,1078.567837,1104.945144,1154.42162,1124.181768,1064.294424,1124.961598,1105.228943,1143.149906,1193.169012,1140.160641,1104.61133,1058.063893,1073.56474,1089.517664,1092.166108,1085.619373,1076.62198,1070.245747,1056.289642,1019.077771,997.1707987,943.7635429,935.098853,923.8129899,918.9521987,946.022708,913.9897447,907.6196108,874.0042407,878.4087899,893.7617901,877.4959959,879.7489334,863.6371333,843.5224974,857.9409904,827.3752594,832.298889,771.2906994,818.1541805,791.745091,804.0554254,822.0196006,782.359239,788.6143837,792.6826588,777.8788291,753.5536097,701.6162927,629.0994382,665.8836332,-0.832,0.032,-0.014,0.188,0.318,1.099,0.47,0.283,-0.173,-0.64,-0.186,0.296,0.439,1.071,-0.11,-0.8,-0.007,-0.561,0.893,1.491,1.571,0.286,1.228,0.31,1.625,1.307,-0.699,0.558,1.153,1.367,1.764,1.292,1.491,1.258,0.998,1.025,1.254,2.088,1.542,1.282,0.196,1.121,1.349,0.583,2.519,1.674,1.988,1.653,2.393,2.332,2.516,1.325
Djibouti,0.876469798,0.876485144,0.865897751,0.894172971,0.963600908,1.018764174,0.974621115,0.996344916,0.99420846,1.114589004,1.17720888,0.870508704,0.82683694,0.633193449,0.514393413,0.519126819,0.505023872,0.663510981,0.593971974,1.284042144,1.172956894,1.408233654,1.247695454,1.227548712,1.260676178,1.28547065,1.323175409,1.369368304,1.394924492,1.431978383,0.832180311,0.829447549,0.83985556,0.881593196,0.860482678,0.821856085,0.780084435,0.804762701,0.865845947,0.774662578,0.871911683,0.620405198,0.781077117,0.855427118,0.85887468,0.782700551,0.699084938,0.651768655,0.681970435,0.643553599,0.573854704,0.608819187,0.016,-0.236,0.115,0.686,-0.13,0.195,0.028,0.279,0.292,0.131,0.808,0.099,0.182,0.327,-0.096,0.051,-0.055,0.204,0.567,-0.104,0.524,0.467,0.434,0.303,0.275,0.659,0.775,0.663,1.004,0.409,0.834,0.811,1.363,1.468,0.953,1.206,0.889,0.864,0.302,1.404,1.037,0.902,0.703,1.23,1.093,1.586,1.349,1.811,1.421,1.465,1.533,1.129
Dominica,0.028477965,0.028505434,0.032153775,0.034343025,0.031133784,0.035336171,0.032380406,0.035078704,0.035215394,0.033301556,0.033491786,0.049900718,0.044604123,0.045171929,0.052127936,0.05025951,0.040912442,0.058937744,0.063733954,0.058575202,0.056987519,0.060101325,0.063303793,0.07697685,0.100064249,0.115334344,0.12183963,0.115598263,0.098672648,0.13202246,0.163482446,0.170613472,0.187069157,0.325331961,0.334491721,0.328950104,0.344087972,0.37310488,0.356397967,0.366474326,0.376346096,0.413985453,0.418332016,0.384936317,0.419029352,0.412768274,0.423706124,0.19580846,0.217703344,0.210609466,0.174968918,0.194229582,0.181,-0.218,-0.083,0.163,-0.396,-0.392,-0.434,0.045,0.086,0.163,0.43,0.438,0.08,0.457,-0.039,-0.062,0.015,0.596,0.394,-0.056,0.436,0.453,0.433,0.51,0.572,0.695,0.434,0.595,0.999,0.486,0.282,0.518,0.684,0.782,0.491,0.819,0.718,0.871,0.401,0.539,1.193,0.591,0.703,0.715,0.704,0.918,1.057,0.821,0.561,0.752,1.087,0.727
Denmark,62.64617064,58.39407142,60.46434123,59.54100553,53.17093409,55.48191867,61.21534123,62.9497974,62.88757804,66.32765041,65.77672655,55.49943835,57.81393673,54.30238333,55.95802904,63.77790196,64.42662532,62.48836217,58.58697805,52.90721213,53.53363669,64.16483363,58.42629745,60.62148561,64.78735292,61.7386293,75.13146023,65.37383028,61.09601684,58.13786026,54.00667337,55.52018833,55.09471933,60.44830642,54.81496761,51.39245377,59.30976251,54.47828543,51.28159664,49.03321469,49.15080593,44.08247551,39.21980053,41.02199647,37.29553419,35.18691535,36.28517718,34.11041831,34.16040676,30.6856345,25.96259924,27.28003434,-1.204,0.261,0.289,0.67,0.58,1.335,0.301,-0.014,0.145,-1.191,-0.441,0.3,0.002,1.06,0.379,-1.004,-0.444,-0.985,0.925,1.803,1.843,0.616,1.452,0.235,0.967,1.304,-0.753,0.651,0.869,1.334,1.719,1.044,1.652,0.707,1.032,1.282,1.349,2.136,1.853,1.32,-0.199,0.677,1.139,0.397,2.677,1.516,1.852,1.619,2.109,2.18,2.633,1.69
Algeria,18.93539266,22.31960046,34.37897322,46.47850348,39.305508,35.71953951,46.32658951,51.29233279,56.57444962,56.53993548,56.61474201,53.26463783,54.91323061,57.47846744,60.5189762,69.82022166,72.66804745,69.84177667,70.58374107,71.03636768,68.00360923,72.11717917,80.01646032,80.27160551,77.73639035,80.32163469,79.2140921,77.66283244,77.81488838,81.04615245,83.73453419,82.13538705,86.64395009,93.08482419,92.74205217,98.60871731,103.4287238,106.0299059,110.8721979,114.2757203,116.6440271,122.9711414,137.5307234,141.7187806,152.1329885,161.4831094,159.4747328,162.8018751,173.7052988,177.9234367,168.9499461,173.0006505,0.116,-0.385,-0.348,-0.015,-0.503,-0.539,-0.782,0.504,0.012,0.654,0.232,0.215,0.399,0.56,-0.004,0.508,0.296,0.975,1.304,0.386,1.266,0.031,-0.312,0.552,0.732,0.595,0.846,1.059,1.109,1.476,0.82,1.856,1.258,1.585,0.988,1.264,1.395,1.22,1.185,0.945,2.265,1.398,1.147,1.192,1.69,1.121,1.757,1.512,1.21,1.115,1.926,2.33
Ecuador,5.033184366,4.489275259,4.492519345,5.681636116,6.9390182,7.520783817,8.609016274,10.00567584,11.23974022,12.18016232,12.81912931,14.11120294,14.21215236,13.35402754,13.76515284,14.80838333,15.54521017,14.28001147,16.07712634,16.21832605,17.58689117,17.61992823,18.555697,18.09642838,18.97018684,20.81756297,23.9848623,24.98199191,24.53038164,21.70658624,22.06105259,24.30657786,24.30788227,24.844617,26.21703225,28.28808186,30.25062569,30.84093975,31.92773054,34.76078261,37.46595161,37.80651918,37.98377778,40.40119407,42.54384784,42.30064016,41.04048813,39.75040143,41.29424994,40.66078279,34.03264473,41.14067192,-0.131,-0.569,0.55,0.124,-0.246,-0.314,0.32,0.341,0.237,0.514,0.496,0.028,0.595,1.176,0.024,-0.07,0.194,1.074,0.425,-0.003,0.503,0.536,0.873,0.571,0.363,0.738,0.053,1.24,1.311,0.202,0.244,0.478,0.777,0.83,0.835,0.837,0.808,0.818,0.702,0.961,1.087,0.783,0.663,0.491,1.011,1.393,1.55,1.155,0.967,1.279,1.509,1.032
Western Sahara,0.086844046,0.086843293,0.085662353,0.088019339,0.094303937,0.099449564,0.099878406,0.103408319,0.100610858,0.111437479,0.122481362,0.112471631,0.115633469,0.118544738,0.115440173,0.129265659,0.133627881,0.174902401,0.163228818,0.150996761,0.14974785,0.1811122,0.160399356,0.149837903,0.151055052,0.175711496,0.179101679,0.187777984,0.190369822,0.197871142,0.255371677,0.258866918,0.258223176,0.264104805,0.263176248,0.259487617,0.259940497,0.2559866,0.257440905,0.255516828,0.252869251,0.23880542,0.239375425,0.237975877,0.233314888,0.23793799,0.239893436,0.21460285,0.22553796,0.232813543,0.19742443,0.238713663,0.543,-0.637,-1.096,-0.014,-0.589,-0.266,-0.959,0.119,0.403,0.537,0.497,0.621,0.418,0.837,0.432,0.759,0.294,1.109,0.384,0.691,1.367,0.55,0.529,0.315,0.903,1.356,1.353,1.536,1.415,0.935,0.874,1.296,1.249,1.387,1.55,1.21,1.406,0.903,1.351,0.938,1.898,1.579,1.344,1.423,1.401,1.51,1.732,2.204,0.942,1.477,2.069,1.593
