Country,1970_co2_total,1971_co2_total,1972_co2_total,1973_co2_total,1974_co2_total,1975_co2_total,1976_co2_total,1977_co2_total,1978_co2_total,1979_co2_total,1980_co2_total,1981_co2_total,1982_co2_total,1983_co2_total,1984_co2_total,1985_co2_total,1986_co2_total,1987_co2_total,1988_co2_total,1989_co2_total,1990_co2_total,1991_co2_total,1992_co2_total,1993_co2_total,1994_co2_total,1995_co2_total,1996_co2_total,1997_co2_total,1998_co2_total,1999_co2_total,2000_co2_total,2001_co2_total,2002_co2_total,2003_co2_total,2004_co2_total,2005_co2_total,2006_co2_total,2007_co2_total,2008_co2_total,2009_co2_total,2010_co2_total,2011_co2_total,2012_co2_total,2013_co2_total,2014_co2_total,2015_co2_total,2016_co2_total,2017_co2_total,2018_co2_total,2019_co2_total,2020_co2_total,2021_co2_total,1970_surface_temperature,1971_surface_temperature,1972_surface_temperature,1973_surface_temperature,1974_surface_temperature,1975_surface_temperature,1976_surface_temperature,1977_surface_temperature,1978_surface_temperature,1979_surface_temperature,1980_surface_temperature,1981_surface_temperature,1982_surface_temperature,1983_surface_temperature,1984_surface_temperature,1985_surface_temperature,1986_surface_temperature,1987_surface_temperature,1988_surface_temperature,1989_surface_temperature,1990_surface_temperature,1991_surface_temperature,1992_surface_temperature,1993_surface_temperature,1994_surface_temperature,1995_surface_temperature,1996_surface_temperature,1997_surface_temperature,1998_surface_temperature,1999_surface_temperature,2000_surface_temperature,2001_surface_temperature,2002_surface_temperature,2003_surface_temperature,2004_surface_temperature,2005_surface_temperature,2006_surface_temperature,2007_surface_temperature,2008_surface_temperature,2009_surface_temperature,2010_surface_temperature,2011_surface_temperature,2012_surface_temperature,2013_surface_temperature,2014_surface_temperature,2015_surface_temperature,2016_surface_temperature,2017_surface_temperature,2018_surface_temperature,2019_surface_temperature,2020_surface_temperature,2021_surface_temperature
Finland,43.8624109,43.47807359,47.49817718,52.1087012,48.57923275,48.02318571,54.06034472,53.57536357,58.17759945,57.94337033,58.47154851,49.06235079,47.31942924,45.73861173,47.0871763,51.52150739,51.63035381,56.29223227,54.91501351,54.93074337,57.27904582,57.72356668,54.72410973,56.11539925,62.8451371,59.42484359,65.46752788,63.3946618,60.14458392,59.47588411,57.87129686,63.94014634,66.0489529,74.30467997,70.56727953,58.31469562,69.92375065,67.94793195,59.60854038,56.99214915,65.86155344,58.14278177,52.26344799,53.50761428,49.45784233,46.0572708,48.88597447,45.97858852,47.76360879,43.80052006,38.24786852,38.99249746,-0.629,-0.452,0.933,1.138,1.121,1.893,-0.877,-0.227,-0.526,-0.755,-0.38,-0.24,-0.155,0.964,0.757,-1.177,-0.181,-1.652,0.579,2.179,1.249,1.138,1.165,0.937,0.146,1.701,0.137,0.783,0.071,1.159,2.024,1.365,1.171,0.713,1.233,2.201,1.204,1.946,2.13,1.695,0.242,1.354,1.54,1.424,2.591,2.613,2.151,1.487,2.157,1.452,3.317,1.938
Gabon,0.604614883,1.117763424,1.204433987,3.855753073,3.956636966,5.09623066,5.91218303,5.84358258,6.495680663,6.399605074,6.152715191,6.476880918,6.459823942,5.933188776,6.861828162,7.842600855,5.630754232,4.802144491,4.962760805,6.260395222,6.171689797,4.934141627,4.972393225,5.082995613,5.045657409,5.670181124,6.332314046,6.048998868,6.923504964,6.591404831,6.60646801,6.74393825,6.475414006,7.345274696,6.628266726,6.394828572,5.710969729,5.179460091,5.523334491,5.445656229,5.958092347,5.823210979,5.893598093,6.081631795,6.271020664,6.444230865,6.757296753,5.677634155,5.415859173,5.58252336,5.511827645,5.520448926,0.142,-0.053,-0.064,0.468,-0.084,-0.126,-0.335,0.185,0.069,0.385,0.307,-0.176,-0.374,0.174,0.204,-0.219,-0.126,0.272,0.232,-0.023,0.124,0.081,-0.166,0.19,0.187,0.582,0.104,0.292,1.119,0.589,0.307,0.286,0.662,0.893,0.831,0.808,0.737,0.926,0.782,0.824,1.08,0.657,0.615,0.794,0.805,1.024,1.505,1.353,1.026,1.534,1.377,1.063
United Kingdom,686.8744605,677.9848576,655.9535006,688.3898119,644.9725499,624.6735764,630.0510969,640.3605066,639.5603601,675.2246708,614.473837,594.6768196,580.754388,572.1948428,554.8971285,581.5203729,594.6816292,600.5198366,601.3937934,586.9466395,587.9531686,596.1295996,582.580505,566.5877898,561.9910532,554.0869748,572.017821,547.9729721,550.1680469,546.0700794,552.0014251,565.4510659,549.8212252,564.2941209,564.2870601,562.090924,562.7478775,552.3396269,536.5422821,486.3660068,502.0136513,462.8687667,485.5772132,472.2009719,434.2311654,419.3894903,398.633273,385.1669724,379.2617178,367.6539684,318.9227497,335.3631883,-0.076,0.254,-0.055,0.203,-0.062,0.604,0.729,-0.323,0.07,-0.781,-0.022,0.176,0.118,0.348,0.337,-0.522,-0.594,-0.283,0.307,1.145,1.016,0.21,0.522,-0.015,0.413,1.119,-0.142,0.882,0.86,1.133,0.724,0.631,1.011,1.194,1.035,1.116,1.25,1.332,0.838,0.948,-0.05,0.851,0.576,0.364,1.718,0.614,1.161,1.424,0.998,1.231,1.373,0.929
Ghana,2.36904156,2.408753232,2.521799255,2.576721768,2.745650447,2.923645357,2.989886955,3.084814189,3.001385837,2.665429233,2.693217168,3.208145079,2.767578674,1.762667115,2.052217561,2.391644035,2.588015582,2.756155241,2.890606043,3.218213272,3.177375876,2.947951218,3.47140664,3.580786184,3.809588025,4.091666981,4.438227052,4.668128686,6.321265077,6.895600507,6.123448509,6.614494035,7.793667599,7.323038223,6.845573355,7.234665776,8.768873223,9.258186726,8.793254727,10.09283263,11.29143702,12.18061523,14.69094581,15.61780269,15.04830447,15.85165473,16.44917202,17.32750344,19.34906332,21.0001485,21.58296167,23.63553424,0.302,-0.145,0.024,0.564,0.011,-0.228,-0.353,0.296,0.067,0.561,0.446,0.181,0.177,0.691,0.665,0.357,0.294,0.985,0.645,0.237,0.526,0.394,0.153,0.473,0.564,0.695,0.657,0.502,1.14,0.564,0.43,0.565,0.825,0.988,0.739,0.967,0.991,0.946,0.698,0.884,1.276,0.883,0.614,0.841,0.887,1.132,1.217,1.292,1.081,1.32,1.284,1.494
Gibraltar,0.069424033,0.069432725,0.059521163,0.05991756,0.059971509,0.062967427,0.062404555,0.059316164,0.056167346,0.07872063,0.093893537,0.08752619,0.097559666,0.088095887,0.084883829,0.091094201,0.117075615,0.128536023,0.143831195,0.137399848,0.143778407,0.202966335,0.240919412,0.2440223,0.288161826,0.281855233,0.288118111,0.297493011,0.31312259,0.325595353,0.341163863,0.349921311,0.356184736,0.362449581,0.393707152,0.406225504,0.424941868,0.421730397,0.431024132,0.471623211,0.474785821,0.4591764,0.468591768,0.499761122,0.537197616,0.587125277,0.61223823,0.6497661,0.689635455,0.717316274,0.651849109,0.669696558,-0.048,-0.81,-0.865,-0.157,-0.369,-0.177,-0.469,-0.144,0.213,0.396,0.312,0.358,0.481,0.382,-0.15,0.592,0.227,0.497,0.782,0.908,1.202,0.111,0.176,-0.128,0.736,1.315,0.747,1.47,1.109,0.715,0.829,1.28,0.862,1.4,1.027,0.841,1.425,0.83,0.982,1.283,1.318,1.618,0.924,0.869,1.417,1.382,1.726,2.005,0.739,1.3,1.923,1.504
Guinea,0.56192387,0.564805756,0.563591074,0.581420331,0.620560482,0.651215994,0.629377228,0.64488708,0.648092877,0.717762598,0.752690975,0.69236997,0.672810322,0.697603486,0.68455728,0.649276743,0.839632035,1.119091451,1.048705343,0.959660599,1.135782899,1.059158366,0.978038156,1.008084183,1.026635054,1.046788461,1.076690692,1.113114878,1.151267897,1.186610441,1.658163087,1.737814767,1.831439463,1.928759257,1.998276644,1.931610317,2.024614881,2.10382067,2.22554986,2.343659711,2.712719429,2.650298426,2.48927969,2.240673228,2.32944234,2.777807298,3.061376045,3.175659411,3.182998737,3.255304729,3.22157237,3.440748151,0.345,-0.131,0.203,0.579,-0.063,-0.248,-0.242,0.203,0.192,0.491,0.636,0.337,0.215,0.635,0.38,0.382,0.077,0.81,0.61,0.116,0.653,0.679,0.33,0.702,0.471,0.486,0.791,0.785,1.194,0.512,0.651,0.792,1.13,0.979,1.04,1.19,1.117,0.974,1.113,0.931,1.321,1.095,0.556,1.068,0.857,1.155,1.167,1.522,1.188,1.408,1.26,1.559
Guadeloupe,0.451046932,0.45451004,0.531656473,0.55027193,0.496602393,0.582012011,0.539487248,0.59119916,0.602858248,0.574638119,0.581895897,0.774288912,0.890027103,1.003656634,1.254324513,1.145237852,1.145475531,1.345665892,1.486341685,1.481150771,1.581195207,1.74159496,1.726154979,1.808239647,1.841000959,1.793263061,1.790850246,1.739450468,1.730881212,1.819121806,1.899631765,1.989403036,1.958850326,2.214302047,2.179640077,2.089633941,2.078280162,2.141313196,2.024563336,2.177917382,2.429043367,2.447884739,1.841480861,1.842383542,1.798170458,2.035853985,1.915859317,1.920806972,1.934272625,1.950550232,1.631428633,1.805211744,0.123,-0.245,-0.147,0.167,-0.381,-0.366,-0.434,0.074,0.117,0.099,0.59,0.5,0.099,0.494,0.038,-0.026,0.01,0.589,0.426,-0.032,0.432,0.448,0.401,0.524,0.564,0.671,0.386,0.51,1.035,0.515,0.279,0.557,0.695,0.816,0.507,0.827,0.698,0.921,0.405,0.547,1.137,0.539,0.671,0.75,0.763,0.998,1.095,0.907,0.62,0.803,1.16,0.826
Guinea-Bissau,0.055202766,0.055242309,0.054652167,0.056402332,0.060679153,0.064035209,0.061494773,0.062925283,0.063025933,0.070288504,0.074163808,0.069200267,0.065751462,0.067150253,0.086175374,0.097304398,0.090832933,0.190805262,0.201359423,0.191512621,0.205203295,0.245615157,0.227842499,0.244904136,0.244942598,0.252019325,0.247487219,0.266082797,0.271179144,0.278449941,0.231473771,0.235852941,0.2432208,0.2858401,0.297134288,0.304215291,0.316057962,0.33389398,0.317245739,0.33320852,0.341169508,0.31932197,0.318578512,0.325805931,0.335415346,0.35110982,0.358755475,0.299112253,0.297958391,0.302025453,0.297691241,0.320930346,0.345,-0.059,0.263,0.579,-0.15,-0.195,-0.109,0.358,0.294,0.487,0.645,0.473,0.282,0.902,0.516,0.361,0.495,0.828,0.669,0.441,0.96,0.786,0.71,0.893,0.744,0.798,0.955,1.129,1.56,0.746,0.996,1.244,1.281,1.04,1.171,1.401,1.186,1.034,1.362,0.811,1.328,1.092,0.795,1.055,1.168,1.192,1.572,1.674,1.125,1.419,1.663,1.66
Greece,30.09591417,31.14089107,37.97177766,40.58209842,39.77024947,41.77327113,46.75104835,48.96303705,51.56235848,54.44196094,54.57613022,54.25255988,55.36712351,58.83474156,60.24499561,63.63847238,63.24772686,68.44975351,72.94112626,77.60170133,79.09403501,79.13051492,81.21081882,80.70926742,82.23081235,85.27369336,85.17028764,86.17811696,89.67790818,89.9562512,97.09558424,99.14151395,99.17150135,102.9236684,102.6398953,104.864736,103.5333054,107.1695107,103.0788062,97.21270935,90.02339583,87.09917708,82.47302004,75.0033776,72.26786667,70.56400865,69.43494703,69.63609609,67.86096528,62.81657326,52.22028138,53.37247579,0.269,-0.222,-0.177,-0.357,-0.193,-0.25,-0.916,0.33,-0.555,0.179,-0.379,-0.191,-0.243,-0.493,-0.123,-0.063,0.312,-0.395,0.129,-0.204,0.368,-0.197,-0.528,-0.328,1.06,-0.043,-0.161,-0.195,0.632,0.8,0.679,1.314,0.435,0.385,0.337,0.213,0.254,1.08,0.881,0.771,1.584,0.394,1.235,1.317,1.06,0.904,1.561,0.642,1.905,1.381,1.307,1.655
Grenada,0.039201179,0.039199112,0.044879442,0.047465674,0.042721948,0.049335575,0.045096135,0.049111278,0.049553894,0.046975074,0.047300896,0.063487439,0.0570926,0.058615737,0.068109291,0.065986322,0.075004557,0.096646205,0.100759517,0.091836416,0.133148039,0.140444298,0.152070455,0.163859355,0.18455188,0.162174705,0.175784821,0.220761436,0.197268974,0.209586585,0.229084472,0.235749395,0.266423381,0.408738562,0.39588419,0.400809486,0.418442316,0.433048668,0.437861938,0.456976833,0.481132667,0.548414199,0.571030044,0.598770239,0.556615565,0.549264387,0.564304132,0.360749707,0.378845252,0.373956789,0.30895626,0.343901235,0.299,-0.303,-0.117,0.073,-0.447,-0.396,-0.24,-0.127,0.067,0.274,0.212,0.331,0.085,0.36,-0.048,-0.429,-0.192,0.442,0.446,-0.169,0.203,0.398,0.388,0.431,0.456,0.71,0.471,0.63,1.187,0.617,0.462,0.691,0.627,0.905,0.433,1.004,0.739,0.678,0.502,0.507,1.201,0.677,0.584,0.776,0.641,0.837,0.945,0.92,0.543,1.169,1.235,0.767
Greenland,0.002380853,0.002440803,0.002490669,0.00253102,0.00256349,0.002589526,0.002613813,0.002625619,0.002634437,0.002649679,0.002682435,0.002711803,0.002751667,0.002795515,0.002843197,0.002889684,0.002934643,0.002973887,0.003003496,0.003038151,0.003065513,0.00309234,0.003113187,0.003132189,0.003148732,0.0031669,0.003187916,0.003205745,0.00322996,0.003256696,0.003289668,0.003317718,0.003348194,0.003380857,0.614821013,0.62121322,0.636858105,0.627371429,0.646434971,0.560752554,0.65272819,0.693907063,0.547860786,0.539522582,0.487887812,0.524947452,0.521353266,0.510758557,0.512469074,0.512476812,0.454584656,0.46451847,-0.224,-0.784,-0.841,-0.987,0.306,-1.093,-0.259,0.76,-0.682,0.498,0.919,-0.36,-0.642,-2.062,-1.455,0.891,0.381,-0.121,0.513,-1.537,-0.348,-0.291,-1.228,-1.355,-0.425,-0.328,0.667,0.391,1.269,0.522,0.839,0.831,1.186,2.328,1.469,1.878,1.717,1.363,0.959,0.851,3.058,1.684,1.625,1.381,1.447,0.205,2.381,1.21,0.934,2.206,1.274,2.482
Guatemala,2.49098144,2.449920347,2.721408608,2.907156699,3.013264356,3.327435921,3.290033201,3.774431733,4.167676123,4.647300296,4.665531025,4.027289458,3.661567896,3.111212656,3.498045899,3.667416066,3.183219984,3.568115753,3.519560347,3.754521044,3.91312109,4.135024109,4.84677838,5.380263494,5.810777372,6.749861699,6.632162684,6.963757533,8.675972456,8.667579633,9.677780766,10.15501184,10.71449526,10.64243861,10.83488521,11.68599177,11.89118396,12.67662431,11.53830189,12.14339445,11.7815834,12.14543181,12.62359445,13.67295456,14.63674197,17.05647052,18.06231039,17.188369,18.91989318,19.93213048,17.42681847,20.19112075,-0.106,-0.141,0.429,0.458,-0.281,0.137,-0.392,0.225,0.128,0.332,0.432,-0.016,0.457,0.649,0.116,0.164,0.125,0.31,0.481,0.132,0.309,0.624,0.445,0.346,0.592,0.595,0.09,0.71,0.867,0.558,0.31,0.344,0.556,0.99,0.611,0.801,0.612,0.597,0.213,0.692,0.685,0.429,0.52,0.624,0.638,1.143,1.425,1.069,0.884,1.418,1.728,1.406
Guyana,1.504532839,1.50474894,1.527205757,1.768745698,1.561299651,1.842676504,1.867530807,1.870383819,1.764016408,1.683530588,1.774932504,1.775952914,1.445751864,1.297444181,1.405957785,1.443411924,1.368713056,1.348405863,1.399314639,1.238236668,1.176664748,1.150391564,1.086414811,1.092420998,1.417922772,1.536721529,1.585896612,1.729107601,1.754646023,1.743605182,1.666441684,1.650036308,1.629253468,1.625226994,1.679073229,1.4900164,1.341514112,1.609914584,1.608671377,1.632524476,1.761861661,1.834078764,2.003321889,1.978093218,2.06582017,2.07528946,2.457868958,2.469530213,2.581471713,2.844132383,2.686565013,2.900246704,0.489,-0.486,-0.024,0.084,-0.462,-0.301,-0.354,0.083,-0.028,0.341,0.322,0.185,0.41,0.539,-0.351,-0.329,0.015,0.495,0.4,-0.044,0.527,0.286,0.131,0.178,0.482,0.988,0.61,0.884,1.287,0.405,0.658,0.825,1.074,0.948,0.942,1.321,1.003,1.025,0.558,1.162,1.115,0.968,0.958,0.894,1.071,1.352,1.506,1.149,1.137,1.178,1.4,0.875
Honduras,1.229404986,1.230256627,1.281762739,1.41015848,1.382628512,1.488730577,1.565748729,1.706979312,1.715933032,1.819356383,1.880503482,1.79728432,1.764218162,2.031036939,2.078823497,1.875341077,1.910586505,2.118182553,2.267925997,2.515447575,2.374353168,2.395993141,2.691202061,2.824075993,3.216906484,3.814219662,4.036612754,4.156526785,4.817623967,4.88806248,5.063070924,5.947352084,6.254415284,6.917842395,7.865105403,7.134050216,8.185044268,8.692807048,8.692009066,8.198653115,8.258526051,8.853447272,9.202815087,9.410308607,9.534889864,9.955602072,9.529079246,9.447330873,10.11912191,10.24126418,8.712376153,9.750869303,-0.124,-0.161,0.269,0.507,-0.327,0.068,-0.248,0.337,0.25,0.407,0.434,0.108,0.449,0.581,0.073,0.14,0.138,0.391,0.621,0.191,0.258,0.493,0.481,0.203,0.774,0.876,0.075,0.797,1.018,0.384,0.128,0.396,0.776,0.672,0.491,0.956,0.621,0.769,0.566,0.811,0.806,0.73,0.639,0.915,0.666,1.126,1.368,1.034,0.804,1.233,1.813,1.098
Haiti,0.536260752,0.541194739,0.525616469,0.552975328,0.602204843,0.60907971,0.814041841,0.850231897,0.889878685,0.872259031,0.862401119,0.757448809,0.896987043,0.987042928,1.01682939,1.051106081,0.983124514,1.057840889,1.136415911,1.167444144,1.146533912,1.120203573,1.043905483,0.883814539,0.419840992,1.132845817,1.28635965,1.503201877,1.538767103,1.608808202,1.70219325,1.734944619,1.958404642,1.944355577,1.797788923,1.836725576,1.859256249,2.189353349,2.168799971,2.128823831,2.602198712,2.947684468,2.608544193,2.818147184,3.200171939,3.453069816,3.536856221,3.505809589,3.476342592,3.510155471,2.937226086,3.243721444,-0.123,-0.17,0.015,0.356,-0.342,0.22,-0.431,0.353,0.191,0.219,0.637,0.444,0.571,0.622,0.305,0.163,0.282,0.842,0.721,0.396,0.694,0.775,0.59,0.45,1.198,1.188,0.685,1.099,1.244,1.147,0.858,0.758,0.953,1.24,0.888,1.042,0.935,1.151,0.624,0.806,1.206,0.489,0.759,1.133,1.306,1.384,1.164,1.061,1.277,1.507,1.537,0.883
Hungary,66.51080932,68.16198297,70.30841016,75.16220577,77.21187746,78.69713423,82.72471589,86.55500675,93.95791131,92.66764223,91.88742394,90.64615351,90.72660183,86.98886227,88.60678048,88.01925967,86.46364855,87.64207887,82.66201889,80.90690384,72.17761807,68.44695725,61.67753353,62.40240866,62.19493029,61.47667754,62.64548049,61.40902374,61.19533567,61.54377015,58.38540543,59.82242609,58.90324728,61.53652092,59.74691746,60.04445492,59.67109061,58.35541049,57.27781013,51.1572997,51.94008477,51.04424204,47.36652467,44.54544395,44.70308893,47.44512761,48.12456524,50.77153146,50.78617243,50.92981571,49.39831938,50.69127806,-0.508,-0.063,0.39,-0.033,0.263,0.857,-0.274,0.549,-0.871,0.047,-0.62,0.146,0.105,0.997,-0.129,-1.068,0.356,-0.547,0.385,0.864,1.07,-0.058,0.911,0.069,1.755,0.631,-0.34,-0.148,1.081,0.603,1.733,1.391,1.423,0.71,0.543,0.236,0.699,2.142,1.495,1.613,0.806,0.891,1.727,1.159,2.229,2.067,1.89,1.336,2.524,2.353,1.99,1.43
Indonesia,31.16493045,31.58711388,37.41278899,42.24976613,47.19831216,49.03060783,52.75026221,71.95160882,84.55070554,90.96964034,90.63812022,95.67896716,96.43343726,95.41759883,97.53080722,106.3475258,117.3677594,120.4383691,128.8341471,134.5201011,161.6397948,174.4287325,182.3180799,199.666275,211.9995403,236.3213797,250.7092128,274.8871116,277.0960749,293.2501239,297.0451879,317.7886168,324.5983328,354.1200567,360.359518,361.4524499,384.4033549,400.8331085,396.2603817,411.6737051,436.9280602,498.6086835,505.3548187,470.9120987,506.5074578,513.0833458,506.0154341,541.7911291,602.7877172,647.4615872,591.3189015,602.593708,0.129,-0.15,-0.054,0.264,-0.111,-0.131,-0.012,0.118,0.176,0.235,0.29,0.2,0.036,0.405,-0.11,0.151,0.138,0.514,0.437,0.13,0.089,0.273,0.341,0.289,0.343,0.382,0.428,0.463,1.05,0.282,0.275,0.53,0.607,0.594,0.54,0.71,0.422,0.464,0.223,0.563,0.766,0.306,0.459,0.799,0.812,0.841,1.488,1.055,0.973,1.118,1.322,1.11
India,214.4978316,215.5206184,224.4387274,223.2661221,239.2038435,255.0620107,272.8005018,277.9728809,271.2554784,291.716653,303.67149,334.061958,351.938329,374.5241877,412.6400687,430.9660513,467.9451521,501.3161555,531.7488646,569.3767446,600.0253657,645.5188233,668.6542471,698.4792931,742.9171538,795.6519177,832.9365664,875.7414057,897.3304508,959.3514332,994.8629006,1010.81894,1049.225266,1081.075148,1165.982002,1215.209359,1297.083709,1412.731305,1501.893864,1641.126675,1741.071436,1848.689173,2021.270917,2082.681144,2241.955055,2258.489442,2298.68353,2430.766728,2556.317346,2563.668881,2396.336517,2648.779133,0.033,-0.519,0.012,0.332,0.034,-0.308,0.003,0.155,-0.15,0.305,0.401,0.072,-0.017,-0.135,-0.107,0.211,0.19,0.578,0.504,-0.018,-0.081,0.19,0.035,0.223,0.107,0.238,0.339,-0.064,0.614,0.468,0.35,0.473,0.827,0.665,0.545,0.567,0.638,0.607,0.263,1.134,1.129,0.365,0.516,0.451,0.53,0.711,1.088,0.966,0.874,0.802,0.52,0.733
Ireland,21.08613894,23.57722705,23.22067349,22.79183904,24.63277814,23.18256669,23.76084081,25.36236838,25.17079272,29.5239754,28.39326577,28.18453149,27.89437499,27.50503025,27.52319298,29.13115223,30.08497484,31.67916323,30.80726352,31.84017307,32.85562626,33.35790159,33.19596017,33.53967305,34.69416826,35.41879187,36.70120812,37.93633474,40.27525306,41.75873556,44.32592851,46.52311303,45.34925624,44.96392781,45.33565422,47.36461839,47.94833042,47.15261922,46.47175843,41.52266694,41.25526102,37.7020396,38.01739305,36.89607437,36.67925837,38.36751269,39.84523656,38.73263006,38.74056415,36.80001441,32.92152652,35.01315221,0.06,0.342,-0.268,0.362,-0.211,0.701,0.561,-0.279,0.257,-0.687,-0.057,0.377,0.154,0.408,0.336,-0.439,-0.726,-0.143,0.246,1.054,0.829,0.199,0.446,0.064,0.282,1.198,-0.006,0.977,0.937,1.077,0.577,0.551,0.83,1.024,0.9,1.175,1.159,1.345,0.836,0.804,-0.104,0.559,0.705,0.568,1.357,0.449,1.04,1.264,0.783,1.201,1.075,1.019
Iraq,23.195562,27.18167511,27.07442021,29.68205891,31.98333483,36.63172806,46.04704384,42.23101161,46.48402988,57.57362918,51.80388418,36.05935516,38.26989754,42.13283909,47.44977856,54.66354771,61.33386037,61.02303525,65.62506395,73.30156631,69.32560881,54.52004601,75.82769763,100.1860874,109.9511212,109.1145177,100.6661696,121.0429997,94.1131496,74.13037416,88.64255373,100.5019194,94.96013101,82.85630994,90.25606284,87.16525677,84.81971601,78.38107854,90.34536428,96.4923519,111.3217574,115.7652036,132.8901681,142.9539482,137.832003,137.1281448,148.0914152,161.2291578,169.761623,181.744849,165.7689488,177.8488206,0.661,-0.178,-0.731,-0.245,-0.434,-0.239,-0.777,0.313,0.162,1.264,0.058,0.257,-0.406,-0.802,0.036,0.021,0.37,0.368,0.106,0.176,0.356,0.608,-1.169,-0.469,1.009,0.366,0.798,0.305,1.295,1.917,0.995,1.289,1.168,0.96,1.084,0.526,1.621,0.935,1.155,0.881,2.712,0.91,1.293,1.263,1.175,1.94,1.672,1.572,2.406,1.626,1.857,2.644
Iceland,1.939899718,2.038332327,2.251630402,2.588297694,2.529445283,2.373360629,2.395456702,2.465598615,2.540679453,2.628388382,2.434122469,2.344045741,1.984930972,2.024407408,2.249248494,2.138442267,2.146179498,2.184763817,2.303208779,2.30659024,2.344514683,2.297178488,2.310250745,2.412110669,2.521996582,2.448698397,2.717749772,2.632807583,2.718863596,2.749827582,2.865398108,2.970892491,3.142853028,3.115547185,3.202136799,3.173330822,3.280976026,3.500108005,3.802504887,3.842764231,3.749396147,3.617078422,3.665237945,3.745801978,3.570908768,3.663543166,3.180902871,3.32413951,3.299368118,3.251406744,2.710471344,2.908004789,-0.617,-0.005,0.777,-0.099,0.522,-0.42,0.377,-0.258,0.054,-1.239,0.407,-0.909,-0.258,-0.863,0.204,0.164,-0.077,0.685,-0.088,-0.174,0.169,0.766,0.231,0.225,-0.108,-0.33,0.562,0.436,0.238,0.471,0.274,0.584,0.784,1.784,1.235,0.448,1.032,1.101,0.753,0.907,1.147,0.959,0.667,0.687,1.66,0.419,1.411,1.694,0.82,1.339,0.786,0.921
Jamaica,8.060999574,8.048851395,8.022380474,8.561175374,8.865689138,7.458021531,6.627868037,7.251970227,7.421599753,7.148043375,6.894343286,6.82057968,5.815322043,5.886388716,5.48918677,4.889359272,4.673959682,4.834956679,5.077903794,6.489761221,7.53058343,7.485359038,8.280048728,8.430438515,8.508300238,8.803609118,9.181657415,9.394214446,9.892691246,10.15554284,10.2221755,10.28886911,10.23746928,10.54320506,10.5930606,10.63180712,12.30413749,12.21924761,9.849827898,8.019196446,7.670581956,7.585053306,6.992450157,7.46219699,7.198746092,7.085328274,7.628041984,7.284388687,8.695886001,8.45052122,7.230824572,8.081031591,-0.241,-0.361,0.0,0.309,0.151,0.246,-0.325,-0.154,0.232,0.458,0.604,0.852,0.285,0.598,0.178,0.205,0.223,1.093,0.949,0.534,0.56,0.617,0.93,0.607,1.097,1.062,0.531,0.99,1.395,0.753,0.408,0.661,0.943,1.119,0.95,1.037,1.029,0.939,0.551,0.819,1.183,0.578,0.719,0.988,1.212,1.401,1.395,1.076,1.249,1.524,1.623,1.267
Jordan,2.744531551,2.765624425,2.320691278,2.61996158,2.847743499,3.157826076,3.77827053,3.911785321,4.739933364,5.054737949,6.426761756,7.416631348,7.843515109,9.065290476,9.929409154,10.15168939,10.78966591,12.04340027,11.60174773,9.521157716,10.08664614,10.10065789,11.97894875,12.44642935,13.01920442,13.82464542,14.14406669,14.63623949,14.8543803,14.87658045,16.49515668,16.53497692,17.23485072,17.67124102,19.04433326,20.32087777,20.56607762,21.36449752,20.50225502,21.07403937,20.60213147,21.02718892,24.5366053,24.10779499,25.84871435,25.64557145,25.24967661,26.56826778,25.16214572,25.19724853,23.51016076,24.29678442,0.196,-0.405,-0.626,-0.491,-0.334,-0.507,-0.726,-0.001,-0.005,0.77,-0.113,-0.158,-0.682,-1.071,-0.227,-0.009,0.069,-0.122,0.03,-0.065,-0.03,0.521,-1.11,-0.503,0.941,-0.047,0.487,-0.176,1.023,1.052,0.375,0.983,0.666,0.498,0.62,0.103,0.752,0.516,0.732,0.549,2.625,0.506,1.067,1.002,0.787,1.429,1.641,0.92,1.972,1.281,1.617,1.923
Japan,857.0892843,854.2325948,900.183906,1014.228693,1012.719102,957.1431447,987.684956,1012.600811,1012.730391,1038.559819,1012.571725,990.2517808,947.6598884,949.6837434,1017.731982,991.401028,987.8752636,994.2567899,1066.53816,1096.675514,1171.755363,1182.568055,1188.375798,1179.073454,1230.895181,1242.058573,1254.890922,1242.174128,1195.212534,1232.458453,1252.933321,1238.926237,1274.839346,1282.980894,1279.328321,1286.036003,1263.492628,1299.626685,1230.038391,1165.156828,1226.042658,1278.911207,1316.870919,1328.293565,1282.411124,1242.935643,1230.08593,1217.517345,1178.509307,1142.061046,1054.904146,1084.690992,-0.381,-0.334,0.227,0.325,-0.488,0.041,-0.506,-0.154,0.232,0.458,-0.206,-0.631,-0.041,0.107,-0.605,0.13,-0.686,0.326,-0.154,0.556,1.132,0.726,0.333,0.012,0.965,0.348,-0.127,0.454,1.199,0.948,0.636,0.418,0.63,0.326,1.116,0.737,0.39,1.004,0.671,0.801,0.922,0.596,0.395,0.628,0.56,0.833,1.323,0.796,0.926,1.272,1.437,1.27
